conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.92e+18,Sun Apr 27 14:42:49 +0000 2025,0,@9891ri Bea cukai https://t.co/cm6XA91nZy,1.92e+18,https://pbs.twimg.com/media/GpjJmQ1bEAAoyi9.jpg,asamfolat500mg,in,,0,1,0,https://x.com/undefined/status/1916503303607009547,1.89e+18,
1.92e+18,Sun Apr 27 14:41:40 +0000 2025,0,@tanyakanrl Oot online store yg terpercaya selain digimap eraphone sama ibox itu apa ya guys. Yg IMEI nya udah terdaftar di bea cukai,1.92e+18,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1916503013885350391,2150845974.0,
1.92e+18,Sun Apr 27 13:23:00 +0000 2025,0,https://t.co/PKntjUADGw,1.92e+18,,,zxx,,0,0,0,https://x.com/undefined/status/1916483217843970259,1.36e+18,
1.92e+18,Sun Apr 27 13:09:16 +0000 2025,0,@Blackburger_28 masih ada aja orang KPLP yg menolak bakamla pdhl kan terbentuknya bakamla karena perwujudan peratifikasian penegakan hukum di perairan niaga ? kalo sm bakamla aj masih cekcok gmna sm polairud dan bea cukai ?,1.92e+18,,Blackburger_28,in,,0,0,0,https://x.com/undefined/status/1916479763251659090,1.86e+18,
1.92e+18,Sun Apr 27 12:03:04 +0000 2025,0,polisi sama bea cukai mending kawin aja cocok,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916463103585251583,1.33e+18,
1.92e+18,Sun Apr 27 11:54:40 +0000 2025,0,Bea Cukai Sidoarjo Sita 10 Ribu Batang Rokok Ilegal https://t.co/d4JqplnYTZ,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916460987311669333,1.69e+18,
1.92e+18,Sun Apr 27 10:49:46 +0000 2025,0,@dongghwa KOCAK. Jualan apa dd? Mau dong dd order yang PO nya 5 menit doang. Nanti dibayar pake cap bebas bea cukai ini ya. https://t.co/UtarMf1ZJK,1.92e+18,,dongghwa,in,,0,1,0,https://x.com/undefined/status/1916444657111937223,1.14e+18,
1.92e+18,Sun Apr 27 10:02:23 +0000 2025,0,Pantesan orang bea cukai tajir2,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916432733557166205,160054476.0,
1.92e+18,Sun Apr 27 09:51:50 +0000 2025,0,Kanwil Bea Cukai Aceh Hijaukan Komplek Santan https://t.co/31dzXVall6 #beritaterkini #beritaviral #kabarterbaru #klikwarta #news #beritanasional,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916430075098173490,8.24e+17,
1.92e+18,Sun Apr 27 09:22:56 +0000 2025,0,#KosRawamangun Ada 1 kamar khusus Wanita tidak merokok Lokasi Rawamangun Muka Selatan II/25 700 m UNJ 300 m Diklat Bea Cukai 700 m Bea Cukai 300 m RS Persahabatan; KM dalam AC Tempat tidur Lemari Meja kursi Listrik sendiri Umum : dapur kulkas 1 5 jt/bln-08111839060,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916422801973739963,136891869.0,
1.92e+18,Sun Apr 27 07:51:27 +0000 2025,0,https://t.co/eNuTlPuU2k https://t.co/MHlLvDj7dD,1.92e+18,https://pbs.twimg.com/media/Gphrb7ybEAEy-nb.jpg,,zxx,,0,0,0,https://x.com/undefined/status/1916399780663857501,1.47e+18,
1.92e+18,Sun Apr 27 07:39:09 +0000 2025,0,@ssamu_id Gw cuma setuju sama opininya dia kl gak ada lagi pajak bea cukai dan pungutan apa pun yg dibayar ke negara. Kondisi skrg miris banget. Pajak dr rakyat dipake buat bayar gaji dan fasilitas pejabat tukang backing ormas. Tanpa pajak dll gak ada bac,1.92e+18,,txtcybr,in,,0,0,0,https://x.com/undefined/status/1916396686215418027,2335942801.0,
1.92e+18,Sun Apr 27 05:56:51 +0000 2025,0,@afifsetioaji @ezash berani 12 mas kalau bea cukai,1.92e+18,,afifsetioaji,in,,0,0,0,https://x.com/undefined/status/1916370941183201358,1.16e+18,
1.92e+18,Sun Apr 27 05:18:19 +0000 2025,3,@v4nc1_b0zz macam insentif denda bea cukai ya,1.92e+18,,v4nc1_b0zz,in,,0,0,0,https://x.com/undefined/status/1916361242144571887,1.6e+18,
1.92e+18,Sun Apr 27 04:47:36 +0000 2025,0,Pemerintah AS Sorot Sistem Bea Cukai Begini Respons Sri Mulyani https://t.co/by1bdqm6jD,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916353512893780413,1.58e+18,
1.92e+18,Sun Apr 27 02:03:23 +0000 2025,0,wtb iphone 12 13 14 15 all series BH &gt; 80% Ibox or Bea Cukai (BC),1.92e+18,,,in,,0,5,0,https://x.com/undefined/status/1916312188492648759,1.57e+18,
1.92e+18,Sun Apr 27 01:36:49 +0000 2025,0,@KompasTV Di dunia hny st yg tdk boleh dirubah HANYA AL QURAN Klo hny Peraturan Bea Cukai tergantung nawaetu atau komitmen ibu Sri Mulyani sj. Dari aturan jaman kuda gigit besi me jadi aturan modern dan adaptip dan bernilai tambah untuk perekonomian nasio,1.92e+18,,KompasTV,in,,0,0,0,https://x.com/undefined/status/1916305503434703111,1.79e+18,
1.92e+18,Sun Apr 27 00:12:22 +0000 2025,0,@gulo_research @Calderaxyz Kena palak bea cukai ga om?,1.92e+18,,gulo_research,in,,0,1,0,https://x.com/undefined/status/1916284247087907035,1.32e+18,
1.91e+18,Sun Apr 27 00:08:45 +0000 2025,0,@rubyjeannie_ bea cukai/wifi only ka? bisa Oren ga,1.92e+18,,rubykimmie_,in,,0,0,0,https://x.com/undefined/status/1916283338358509596,1.58e+18,
1.92e+18,Sat Apr 26 20:41:42 +0000 2025,0,Hingga pukul 3 sore pada hari Sabtu pasukan intelijen Korps Garda Revolusi Islam (IRGC) telah mengambil alih kendali penuh atas area Pelabuhan Shahid Rajaei termasuk fasilitas pelabuhan dan gedung bea cukai yang berdekatan demikian informasi yang diperoleh Iran International.,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916231233094439088,1.03e+18,
1.92e+18,Sat Apr 26 18:33:46 +0000 2025,0,@Mdy_Asmara1701 @KPK_RI Sudah mengantongi ijin masuk dari bea cukai?,1.92e+18,,Mdy_Asmara1701,in,,0,0,0,https://x.com/undefined/status/1916199037935751480,61270666.0,
1.92e+18,Sat Apr 26 16:23:27 +0000 2025,0,Mahkotamu masi ketahan bea cukai king,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916166244203696252,537090432.0,
1.92e+18,Sat Apr 26 16:08:33 +0000 2025,2,wtb ip 12/12 pro 128 gb ex ibox atau bea cukai ayooo tawarinn dongg,1.92e+18,,,in,,0,4,0,https://x.com/undefined/status/1916162490708447442,1.38e+18,
1.92e+18,Sat Apr 26 15:14:30 +0000 2025,0,@putsxo Belum bea cukai nya ,1.92e+18,,putsxo,in,,0,0,0,https://x.com/undefined/status/1916148891877364168,1.89e+18,
1.92e+18,Sat Apr 26 15:06:57 +0000 2025,0,@tempurarie ya emang lo bisa bayangin event ginian diadain di mari? ketahan di bea cukai semua itu ditto-nya,1.92e+18,,tempurarie,in,,0,1,0,https://x.com/undefined/status/1916146990011793715,123527341.0,
1.92e+18,Sat Apr 26 15:01:41 +0000 2025,0,@haokaenoi @putsxo Tiba2 ditagih bea cukai ,1.92e+18,,haokaenoi,in,,0,1,0,https://x.com/undefined/status/1916145663542526385,3171591421.0,
1.92e+18,Sat Apr 26 14:54:07 +0000 2025,0,Sistem Insentif Bea Cukai RI Dituding AS Picu Korupsi Kemenkeu: Tak Langgar Aturan WTO Klik untuk baca: https://t.co/gg2gXOcGgp Kompascom+ baca berita tanpa iklan: https://t.co/TwkX78Of0W Download aplikasi: https://t.co/QUg86Qyzfp https://t.co/gg2gXOcGgp,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916143759294926875,1.79e+18,
1.92e+18,Sat Apr 26 12:36:01 +0000 2025,6,@profesor_saham Elon udah perang ama menteri lain paling anyar lawan menteri keuangan dan akhirnya trump ikut dengan menteri keuangan untuk mengganti kepala bea cukai titipan Elon dan mengganti dengan orangnya menteri keuangan,1.92e+18,,profesor_saham,in,,0,0,0,https://x.com/undefined/status/1916109005585584325,1.31e+18,
1.91e+18,Sat Apr 26 11:40:51 +0000 2025,0,@sumddenly Kak aku pikir ini komplotannya. Ktmu d dating apps udh lama kenal tp jarang chat. Pas smalam aku ultah tiba2 kirim paket dari poland katanya. Agak gamasuk akal sih tp okein aja. Bner gak ini pnipuan eh pas dia bilang tertahan di bea cukai harus,1.92e+18,https://pbs.twimg.com/media/GpdWWvJbEAA4NvN.jpg,hay_drangea,in,,0,1,0,https://x.com/undefined/status/1916095125630943318,1.84e+18,
1.92e+18,Sat Apr 26 10:15:16 +0000 2025,0,Kepala Karantina Maluku Utara Kepala Pelabuhan Perikanan Nusantara (PPN) Ternate serta instansi vertikal lainnya seperti Kepala Badan Pengendalian dan Pengawasan Mutu Hasil Kelautan dan Perikanan (BPPMHKP) Ternate dan perwakilan dari Bea Cukai Ternate.,1.92e+18,,karantinamalut,in,,0,0,0,https://x.com/undefined/status/1916073585774629172,9.1e+17,
1.92e+18,Sat Apr 26 10:14:15 +0000 2025,0,Rachel Vennya Soroti Bea Cukai 40 Cushion Kiriman dari Korea Ditahan https://t.co/YezZb06gGM,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916073331285233782,1.89e+18,
1.92e+18,Sat Apr 26 10:04:55 +0000 2025,0,@tigpsy Lu orang bea cukai ya?,1.92e+18,,tigpsy,in,,0,1,0,https://x.com/undefined/status/1916070981820682738,1.1e+18,
1.92e+18,Sat Apr 26 10:03:54 +0000 2025,0,@TAJ00LHC Bayar pajak sini kalo gak tar hadiahnya ketahan di bea cukai,1.92e+18,,katablurin,in,,0,1,0,https://x.com/undefined/status/1916070723522859380,3237895082.0,
1.92e+18,Sat Apr 26 08:36:59 +0000 2025,0,Langkah agresif Bea Cukai Kudus di awal tahun 2025 langsung menunjukkan hasil. Baru triwulan pertama penerimaan negara sudah menembus angka Rp10 9 triliun sementara di sisi pengawasan 9 9 juta batang rokok ilegal berhasil diamankan. https://t.co/POeROVgKZ5,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916048853490635251,9.3e+17,
1.92e+18,Sat Apr 26 08:35:22 +0000 2025,0,Gua berpikir dulu mau bawa apa di dalam tas gua selain barang-barang bekas dicekal bea cukai...,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916048444239548911,1855943988.0,
1.92e+18,Sat Apr 26 08:34:35 +0000 2025,0,now here comes the most nerve wrecking part of returning back home: bea cukai.,1.92e+18,,,en,,0,1,0,https://x.com/undefined/status/1916048248877580735,601714250.0,
1.92e+18,Sat Apr 26 08:11:57 +0000 2025,0,imagine vip indo dpt gift ini tapi ketahan di bea cukai n disuruh bayar,1.92e+18,,,in,,0,1,0,https://x.com/undefined/status/1916042551880208446,1.84e+18,
1.92e+18,Sat Apr 26 08:09:22 +0000 2025,0,@SunshineBago @SunshineSumala Semesta aja butuh waktu buat nyiapin pesta penyambutanku makanya disuruh nunggu bentar di bea cukai ,1.92e+18,,SunshineBago,in,,1,0,0,https://x.com/undefined/status/1916041901926715843,3160708650.0,
1.92e+18,Sat Apr 26 06:14:46 +0000 2025,1,najis banget bea cukai indoo,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1916013060256632991,1.89e+18,
1.92e+18,Sat Apr 26 04:18:28 +0000 2025,0,@RikiRakaaa iyo teko pajak tapi ojok mok gae bayar bea cukai sisan bor *bercanda kalo marah pantatnya kelap kelip,1.92e+18,,RikiRakaaa,in,,0,0,0,https://x.com/undefined/status/1915983795116970128,1.17e+18,
1.92e+18,Sat Apr 26 04:13:40 +0000 2025,0,ã¤ Baru banget diinfo sama Tatiana kalau aku dapat PR Package mask series cica serum dan beberapa beauty package lain yang datang dari Korea. Udah sampai Indo sejak seminggu lalu tapi sampai hari ini belum sampai ke aku karena ketahan di Bea Cukai. ã¤,1.92e+18,,,in,,0,1,0,https://x.com/undefined/status/1915982588038328760,2754329673.0,
1.92e+18,Fri Apr 25 22:13:55 +0000 2025,0,EH BENTAR TAPI aku takut sama tax smaaa bea cukai indo yuyur . takut banget ya masa aku kirim ke sg akunya lagi di indo menuju acaranya kan ga lucuk ,1.92e+18,,morillatte,in,,0,0,0,https://x.com/undefined/status/1915892050672910843,1.28e+18,
1.92e+18,Fri Apr 25 18:44:40 +0000 2025,0,https://t.co/h3mtmvaMvf,1.92e+18,,,zxx,,0,0,0,https://x.com/undefined/status/1915839392310346124,2847746144.0,
1.92e+18,Fri Apr 25 18:41:59 +0000 2025,0,https://t.co/dEpvE3E37Z,1.92e+18,,,zxx,,0,0,0,https://x.com/undefined/status/1915838716817641873,2847746144.0,
1.92e+18,Fri Apr 25 17:11:25 +0000 2025,0,@uceqqq gk bisa jga baya bea cukai mau belanja di luar,1.92e+18,,uceqqq,in,,0,0,0,https://x.com/undefined/status/1915815926227783841,2389340563.0,
1.92e+18,Fri Apr 25 17:00:28 +0000 2025,0,Bea Cukai Tegaskan Komitmen Perangi Narkotika https://t.co/2stht687H5 #beritaterkini #beritaviral #kabarterbaru #klikwarta #news #beritanasional,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915813171123916993,8.24e+17,
1.92e+18,Fri Apr 25 16:05:41 +0000 2025,0,@PartaiSocmed Padahal kalo niru pakem seragam bea cukai udah bagus https://t.co/RufpJpedzR,1.92e+18,https://pbs.twimg.com/media/GpZJYalboAAGsdk.jpg,PartaiSocmed,in,,0,0,0,https://x.com/undefined/status/1915799385163940335,1.7e+18,
1.92e+18,Fri Apr 25 15:24:06 +0000 2025,0,Kegiatan ini digelar oleh Dinas Komunikasi Informatika Persandian dan Statistik (Diskominfosanditik) Kabupaten Sumedang bekerja sama dengan Kantor Bea Cukai Bandung.,1.92e+18,,humas_smd,in,,0,1,0,https://x.com/undefined/status/1915788919670726847,1.11e+18,
1.92e+18,Fri Apr 25 14:57:22 +0000 2025,0,https://t.co/dEpvE3Dvir,1.92e+18,,,zxx,,0,0,0,https://x.com/undefined/status/1915782190345945097,2847746144.0,
1.92e+18,Fri Apr 25 14:29:24 +0000 2025,0,@kring_pajak SPT Tahunan 2024 lampiran 3 kredit pajak dalam negeri kalau untuk transaksi impor pph 22 kan yg memungut dirjen bea cukai untuk kolom npwp diisi angka berapa??,1.92e+18,,kring_pajak,in,,0,1,0,https://x.com/undefined/status/1915775152316444777,98572856.0,
1.92e+18,Fri Apr 25 14:23:56 +0000 2025,0,@harpersdouglas @cartersblues @kimnkibum Butuh buat beli jet pribadi bebas bea cukai dan punya tambang.,1.92e+18,,harpersdouglas,in,,0,0,0,https://x.com/undefined/status/1915773775313801357,7.48e+17,
1.92e+18,Fri Apr 25 13:07:16 +0000 2025,0,@ratioele Mengiriiiii. Negaraku gini amat. Aku dulu order via AliExpress nggak ada 100k aja masih dikenain bea cukai. ,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915754482929197394,165027040.0,
1.92e+18,Fri Apr 25 11:35:38 +0000 2025,0,@Night_jelyfish Pake shope?klo langsung ada biaya bea cukai gitu gasi om,1.92e+18,,Night_jelyfish,in,,0,1,0,https://x.com/undefined/status/1915731422951657672,1.18e+18,
1.92e+18,Fri Apr 25 11:18:18 +0000 2025,0,@coffether @bblltys keren ya di korea juga ada poci. diimpor dari indo kah? ga ketahan bea cukai jg,1.92e+18,,coffeetyong,in,,0,1,0,https://x.com/undefined/status/1915727061790191987,1.31e+18,
1.92e+18,Fri Apr 25 07:05:52 +0000 2025,0,@cursedkidd Wil lu kan orkay ngga usah pake beasiswa. Pake bea cukai aja,1.92e+18,,cursedkidd,in,,0,0,0,https://x.com/undefined/status/1915663532676571166,1.26e+18,
1.92e+18,Fri Apr 25 06:50:19 +0000 2025,0,Joko Wibowo Ditangkap Bea Cukai Gresik Saat Bawa Rokok Ilegal dari Madura https://t.co/PSU2JXKZUb,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915659621945286994,1.69e+18,
1.92e+18,Fri Apr 25 05:59:31 +0000 2025,0,Hal ini dilakukan untuk mendukung kinerja industri dalam negeri agar dapat berkontribusi aktif dalam perdagangan internasional dan meningkatkan perekonomian Indonesia. Bea Cukai Tanjungpandan melaksanakan kegiatan Program Klinik Ekspor Komoditas Pertambangan,1.92e+18,,BeaCukaiTJQ,in,,0,1,0,https://x.com/undefined/status/1915646836154708213,1.3e+18,
1.92e+18,Fri Apr 25 05:59:30 +0000 2025,0,Melaksanakan tugas sebagai trade fasilitator dan industrial assistance Bea Cukai Tanjungpandan berkomitmen untuk terus mengoptimalkan pelayanan dan pengawasan proses ekspor. https://t.co/3IPCgWFkkz,1.92e+18,https://pbs.twimg.com/media/GpW-de9bYAAF7mP.jpg,,in,,0,1,0,https://x.com/undefined/status/1915646832933560398,1.3e+18,
1.92e+18,Fri Apr 25 05:28:33 +0000 2025,0,eh skzoo ad kemungkinan ketahan bea cukai ga si anjr ko tmn gue blg gru gue jd deg degan bocil gue ,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915639044241056205,1.77e+18,
1.92e+18,Fri Apr 25 05:13:22 +0000 2025,0,Ketikan lu gak lulus bea cukai gua kepang juga lama lama,1.92e+18,,,in,,0,1,0,https://x.com/undefined/status/1915635222244450321,1.64e+18,
1.92e+18,Fri Apr 25 05:11:16 +0000 2025,0,https://t.co/HB7fDmHPJP https://t.co/3XMliOk9mo,1.92e+18,https://pbs.twimg.com/media/GpWzl4HaMAA7G07.jpg,,zxx,,0,0,0,https://x.com/undefined/status/1915634694869373070,1.47e+18,
1.92e+18,Fri Apr 25 05:09:38 +0000 2025,0,Kegiatan dibuka oleh Kabid Penindakan dan Penyidikan mewakili KaKanwil Bea dan Cukai Sumbagbar M. Yahyakan. Dalam kegiatan ini dilaksanakan juga pengukuhan Duta PUG 2025 Sdr. Ariansyah Aryindani dan Sdri. Vinawida Aldina yang diserahkan langsung oleh Ketua PUG 2025 Marlinah. https://t.co/vOcDhq46d2,1.92e+18,https://pbs.twimg.com/media/GpWzOF6a0AAaj0T.jpg,kwbcsumbagbar,in,,0,1,0,https://x.com/undefined/status/1915634281264656639,9.33e+17,
1.92e+18,Fri Apr 25 05:09:34 +0000 2025,0,Dihadiri oleh pegawai Kantor Wilayah Bea dan Cukai Sumbagbar Kantor Bea dan Cukai Bandar Lampung Kantor Bea dan Cukai Bengkulu dan Dharma Wanita Persatuan. Kegiatan ini menghadirkan Kepala Kantor Bea dan Cukai Merak Agus Amiwijaya.,1.92e+18,,kwbcsumbagbar,in,,0,1,0,https://x.com/undefined/status/1915634267939627225,9.33e+17,
1.92e+18,Fri Apr 25 05:09:33 +0000 2025,0,Kantor Wilayah Bea dan Cukai Sumbagbar melaksanakan kegiatan peringatan Hari Kartini 2025 pada Selasa 22 April 2025 yaitu Sharing Session Penerapan Pengarusutamaan Gender (PUG) dengan mengusung tema Pendekatan Hukum Untuk Kesetaraan dan Keadilan Gender https://t.co/Yl320aDSTe,1.92e+18,https://pbs.twimg.com/media/GpWzNNBbYAEUdIJ.jpg,,in,,0,1,0,https://x.com/undefined/status/1915634263820820853,9.33e+17,
1.92e+18,Fri Apr 25 04:46:34 +0000 2025,1,Ongkir mahal pajak mahal bea cukai mahal cabe mahal telor mahal pemerentanya ngentot sama duit haram ajalah anjg,1.92e+18,,validashit,in,,0,0,0,https://x.com/undefined/status/1915628477862302079,1.47e+18,
1.92e+18,Fri Apr 25 04:42:34 +0000 2025,0,@Sitinureli87363 Hai Kak. Untuk dokumen yang Kakak terima terkait impor barang tersebut berupa dokumen apa? Secara umum dokumen tertentu yang dipersamakan dengan Faktur Pajak diatur dalam PER-16/PJ/2021. Apabila Kakak mendapatkan dokumen berupa surat pene,1.92e+18,,Sitinureli87363,in,,0,1,0,https://x.com/undefined/status/1915627473125204042,4564565058.0,
1.92e+18,Fri Apr 25 04:38:50 +0000 2025,0,@itsme_ini Norwegian Forest di Singgasana Teratas Kucing Favorite Saya... Sahabat Saya org Norway di Bergen Norway ð³ð´ punya 5.... Selalu panas2in Saya . Mau minta tahu Sendiri Kan Bea Cukai Konoha pasti peras pajak nya ...,1.92e+18,,itsme_ini,in,,0,0,0,https://x.com/undefined/status/1915626532799996166,1e+18,
1.9e+18,Fri Apr 25 04:05:19 +0000 2025,0,@boknnie WKWKWKWKKWKWK NGAKAK GA EKSPEKKKK boni ketahan bea cukai,1.92e+18,,boknnie,in,,0,1,0,https://x.com/undefined/status/1915618097303634055,8.7e+17,
1.92e+18,Fri Apr 25 03:38:11 +0000 2025,2,@hrdbacot Dijual iphone 12 mini 128gb Inter Jepang IMEI terdaftar Bea Cukai. pemakaian pribadi. Kondisi 90 persen original belom pernah bongkar. True tone &amp; face id aman. Kelengkapan fullset original. Battery Health 80 persen. Lokasi Bogor-Depok-Jakar,1.92e+18,https://pbs.twimg.com/media/GpWeSMUbEAAh63F.jpg,hrdbacot,in,,0,2,0,https://x.com/undefined/status/1915611268708524513,279370324.0,
1.92e+18,Fri Apr 25 03:06:37 +0000 2025,1,Satreskrim melaksanakan koordinasi di Kantor Bea Cukai terkait adanya penyelundupan barang impor ilegal https://t.co/ZpaZzqEN8w,1.92e+18,https://pbs.twimg.com/media/GpWXDWUbYAAG1EG.jpg,,in,,0,0,0,https://x.com/undefined/status/1915603324906463306,1.72e+18,
1.92e+18,Fri Apr 25 02:31:02 +0000 2025,0,@perservere_ tekan bea cukai ditahan yaa,1.92e+18,,todonganbeceng,in,,0,0,0,https://x.com/undefined/status/1915594369392103871,1.09e+18,
1.92e+18,Fri Apr 25 02:22:22 +0000 2025,0,NGISI FORM BEA CUKAI WKWKWKWKWKWKWKWKWK,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915592190124056970,1.06e+18,
1.91e+18,Fri Apr 25 02:15:54 +0000 2025,2,@someoneums @klee_unyah https://t.co/rOzQattmav,1.92e+18,,someoneums,qme,,0,0,0,https://x.com/undefined/status/1915590560653750407,4885336992.0,
1.92e+18,Fri Apr 25 02:05:14 +0000 2025,0,@cherrieshue Hai Kak. Apakah yang Kakak maksud adalah Kakak mendapatkan dokumen berupa surat penetapan pembayaran Bea Masuk Cukai dan/atau Pajak (SPPBMCP) atas barang kiriman yang mencantumkan identitas pemilik barang berupa nama alamat dan NPWP yang dila,1.92e+18,,cherrieshue,in,,0,1,0,https://x.com/undefined/status/1915587876659880257,4564565058.0,
1.92e+18,Fri Apr 25 00:40:40 +0000 2025,1,@kootaengmoe @armyfess_ Sumpah itu experience pertama beli langsung di website bighit (dulu pas era itu blm ada weverse) terus pertama kali experience ke bea cukai sendiri ngambil paket sendiri wkwkwk. Mana unboxing videonya sangat tidak proper. But i was,1.92e+18,,kootaengmoe,in,,0,1,0,https://x.com/undefined/status/1915566595121860804,9.38e+17,
1.92e+18,Thu Apr 24 15:57:53 +0000 2025,0,@smilingaftersad @zeroploofss yg inter bea cukai 6jt loh nder,1.92e+18,,smilingaftersad,in,,0,0,0,https://x.com/undefined/status/1915435034221375892,1.31e+18,
1.92e+18,Thu Apr 24 15:50:47 +0000 2025,0,28 Ton Mangga Ilegal Asal Thailand Dimusnahkan Bea Cukai Riau Nilainya Capai Rp521 Juta https://t.co/DdK7KpjLvS,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915433245388243003,1578222594.0,
1.92e+18,Thu Apr 24 15:30:38 +0000 2025,0,@Tsukasaswife01 Di Go line ku ada yang bilang kalau novel beloknya kena sita bea cukai ,1.92e+18,,Tsukasaswife01,in,,0,1,0,https://x.com/undefined/status/1915428175871697340,1.7e+18,
1.92e+18,Thu Apr 24 15:29:18 +0000 2025,0,@malibuys gak lolos bea cukai,1.92e+18,,malibuys,in,,0,1,0,https://x.com/undefined/status/1915427837349445835,9.75e+17,
1.92e+18,Thu Apr 24 15:17:46 +0000 2025,0,Bea Cukai Riau Musnahkan 28 Ton Mangga Ilegal Asal Thailand https://t.co/lzG3vU9XQB,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915424935477969016,2544978158.0,
1.92e+18,Thu Apr 24 15:00:19 +0000 2025,1,Merek Smith Boss Caffe Latte hingga Lexi Masuk Daftar Rokok Ilegal yang Disita Bea Cukai Makassar https://t.co/YXdghOD6aR,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915420544033230887,1578222594.0,
1.92e+18,Thu Apr 24 14:55:27 +0000 2025,0,@tempodotco uang rakyat diperas teruuuusss negara kaya pemerintah beli barang mewah tanpa pajak 12% tanpa masalah di bea cukai!!! hoooreee!!! cuman pejabat sama keluarga nya yg bisa begini... rakyat biasa oposisi mana biiiisa,1.92e+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1915419321687564353,1.28e+18,
1.92e+18,Thu Apr 24 14:30:00 +0000 2025,0,Puluhan Cushion Endorse Rachel Vennya Dari Korea Ditahan Jadi Aset Negara: Biar Bea Cukai Makin Glowing! https://t.co/xZGVmltgJt,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915412915823260154,8.54e+17,
1.92e+18,Thu Apr 24 14:14:11 +0000 2025,0,@notkkurazana @ormmormm @linglingsirilak Bukan deng tapi masih ketahan bea cukai,1.92e+18,,notkkurazana,in,,0,1,0,https://x.com/undefined/status/1915408936741822812,273351049.0,
1.92e+18,Thu Apr 24 14:09:45 +0000 2025,0,https://t.co/q54hoNP8wa,1.92e+18,,,zxx,,0,0,0,https://x.com/undefined/status/1915407821770023137,1.89e+18,
1.92e+18,Thu Apr 24 13:43:38 +0000 2025,0,@vernunline sbnrnya ini murah krn di kandang mereka sih jd gaperlu transport prop panggung &amp; berurusan sm bea cukai ;___; di indo mahal krn transport prop &amp; bayar pajaknya gede,1.92e+18,,vernunline,in,,0,1,0,https://x.com/undefined/status/1915401248414597361,3138370183.0,
1.92e+18,Thu Apr 24 13:41:54 +0000 2025,0,Gue baru sadar suara dia gede banget dan tinggi banget ke gue setelah kejadian. Out of nowhere tiba2 mempermasalahkan 1 kolom yg baru muncul di sistem bea cukai bangkeeee bangke.,1.92e+18,,nufaharun,in,,0,1,0,https://x.com/undefined/status/1915400810504364487,72551140.0,
1.92e+18,Thu Apr 24 13:35:36 +0000 2025,0,Sewaktu bea cukai masih waras https://t.co/UMHQ6OVKTo,1.92e+18,https://pbs.twimg.com/ext_tw_video_thumb/1915399167524167685/pu/img/s6DqzpBs_wp2xyO9.jpg,,in,,0,0,0,https://x.com/undefined/status/1915399225917268344,7.93e+17,
1.91e+18,Thu Apr 24 12:39:29 +0000 2025,0,@srridvii_ ini bea cukai atau ga kak?,1.92e+18,,,in,,0,0,0,https://x.com/undefined/status/1915385104886649215,1.4e+18,
1.92e+18,Thu Apr 24 12:02:16 +0000 2025,1,Kemudian kemudahan ekspor melalui klinik ekspor Bea Cukai pengurusan SKA (Surat Keterangan Asal) di Disperindag serta kehadiran P.T.,1.92e+18,,BPPMHKP_PRAYA,in,,0,0,0,https://x.com/undefined/status/1915375738661785747,7.43e+17,
1.92e+18,Thu Apr 24 11:57:15 +0000 2025,1,yang melibatkan multi instansi. Ini merupakan upaya meningkatkan ekspor produk perikanan Indonesia. Badan Mutu KKP bersama Ditjen Bea dan Cukai Dinas Perindustrian dan Perdagangan Provinsi Bengkulu (Disperindag) BPOM serta PT. Garuda Indonesia belum lama ini,1.92e+18,,BPPMHKP_PRAYA,in,,0,0,0,https://x.com/undefined/status/1915374477237772315,7.43e+17,
